title,instructor,rating,reviews_count,description,duration,what_you_learn,tag,level,price,thumbnail_url,external_id,scraped_date,url,video_hours,reading_count,assignment_count
Foundations of Project Management,Google Career Certificates,4.9,101049,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to:
- Define project management and describe what constitutes a project.
- Explore project management roles and responsibilities across a variety of industries.
- Detail the core skills that help a project manager be successful.
- Describe the life cycle of a project and explain the significance of each phase.
- Compare different program management methodologies and approaches and determine which is most effective for a given project.
- Define organizational structure and culture and explain how it impacts project management. 
- Define change management and describe the role of the project manager in the process.
- Explore use-cases for generative AI in project management",1 week at 10 hours a week,"Strategic Thinking, Change Management, Waterfall Methodology, Project Management, Program Management, Generative AI Agents, Organizational Structure, Agile Project Management, Project Planning, Show all","Strategic Thinking, Change Management, Waterfall Methodology, Project Management, Program Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-management-foundations/XDP~COURSE!~project-management-foundations.jpeg,project-management-foundations,2026-04-30,https://www.coursera.org/learn/project-management-foundations,163,24,16
Project Initiation: Starting a Successful Project,Google Career Certificates,4.8,24178,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to: 
- Understand the significance of the project initiation phase of the project life cycle. 
- Describe the key components of the project initiation phase. 
- Determine a project’s benefits and costs.
- Define and create measurable project goals and deliverables. 
- Define project scope and differentiate among tasks that are in-scope and out-of-scope. 
- Understand how to manage scope creep to avoid impacting project goals.
- Define and measure a project’s success criteria. 
- Complete a stakeholder analysis and explain its significance.
- Utilize RACI charts to define and communicate project team member responsibilities.
- Understand the key components of project charters and develop a project charter for project initiation.
- Evaluate various project management tools to meet project needs, including generative AI.",2 weeks at 10 hours a week,"Performance Metric, Project Scoping, Strategic Thinking, Project Planning, Project Management, Stakeholder Analysis, Prompt Engineering Tools, Accountability Frameworks, Scope Management, Show all","Performance Metric, Project Scoping, Strategic Thinking, Project Planning, Project Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-initiation-google/XDP~COURSE!~project-initiation-google.jpeg,project-initiation-google,2026-04-30,https://www.coursera.org/learn/project-initiation-google,147,29,16
Project Planning: Putting It All Together,Google Career Certificates,4.8,14777,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to: 
 - Describe the components of the project planning phase and their significance.
 - Explain why milestones are important and how to set them. 
 - Make accurate time estimates and describe techniques for acquiring them from team members.  
 - Identify tools and best practices to build a project plan and risk management plan. 
 - Describe how to estimate, track, and maintain a budget.
 - Explain the procurement process and identify key procurement documentation. 
 - Draft a communication plan and explain how to manage it.
 - Explain why milestones are important and how to set them. 
 - Explain why a project plan is necessary and what components it contains. 
 - Make accurate time estimates and describe techniques for acquiring them from team members.",2 weeks at 10 hours a week,"Project Schedules, Project Management, Risk Management, Strategic Thinking, Document Management, Project Estimation, Estimation, Milestones (Project Management), Budget Management, Project Planning, Show all","Project Schedules, Project Management, Risk Management, Strategic Thinking, Document Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-planning-google/XDP~COURSE!~project-planning-google.jpeg,project-planning-google,2026-04-30,https://www.coursera.org/learn/project-planning-google,214,33,29
Project Execution: Running the Project,Google Career Certificates,4.8,10127,"In Course 4 of the Google Project Management Certificate program, you will delve into the execution and closing phases of the project life cycle. You will learn what aspects of a project to track and how to track them. You will also learn how to effectively manage and communicate changes, dependencies, and risks. As you explore quality management, you will learn how to measure customer satisfaction and implement continuous improvement and process improvement techniques. Next, you will examine how to prioritize data, how to use data to inform your decision-making, and how to effectively present that data. Then, you will strengthen your leadership skills as you study the stages of team development and how to manage team dynamics. After that, you will discover tools that provide effective project team communication, how to organize and facilitate meetings, and how to effectively communicate project status updates. Finally, you will examine the steps of the project closing process and how to create and share project closing documentation. Current Google project managers will continue to instruct you in how to accomplish all of these tasks, describing the right tools and resources for the job at hand.",3 weeks at 10 hours a week,"Quality Assessment, Risk Management, Data-Driven Decision-Making, Quality Management, Project Closure, Issue Tracking, Stakeholder Communications, Team Management, Project Management, Show all","Quality Assessment, Risk Management, Data-Driven Decision-Making, Quality Management, Project Closure",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-execution-google/XDP~COURSE!~project-execution-google.jpeg,project-execution-google,2026-04-30,https://www.coursera.org/learn/project-execution-google,247,29,28
Agile Project Management,Google Career Certificates,4.8,15201,"This is the fifth course in the Google Project Management Certificate program. In this course, you will explore the history, approach, and philosophy of Agile project management, including the Scrum framework. You will learn how to differentiate and blend Agile and other project management approaches. As you progress through the course, you will learn more about Scrum, exploring its pillars and values and comparing essential Scrum Team roles. You will discover how to build, manage, and refine a Product Backlog, implement Agile’s value-driven delivery strategies, and define a value roadmap. You will also learn strategies to effectively organize the five important Scrum events for a Scrum Team, introduce an Agile or Scrum approach to an organization, and coach an Agile team. Finally, you will learn how to search for and land opportunities in Agile roles. Current Google project managers will continue to instruct you in how to accomplish all of these tasks, describing the right tools and resources for the job at hand.",2 weeks at 10 hours a week,"Team Management, Agile Software Development, User Story, Prioritization, Product Roadmaps, Sprint Planning, Problem Solving, Organizational Change, Backlogs, Sprint Retrospectives, Agile Methodology, Show all","Team Management, Agile Software Development, User Story, Prioritization, Product Roadmaps",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~agile-project-management/XDP~COURSE!~agile-project-management.jpeg,agile-project-management,2026-04-30,https://www.coursera.org/learn/agile-project-management,201,34,20
Capstone: Applying Project Management in the Real World,Google Career Certificates,4.9,13325,"You made it! Applying Project Management in the Real World is the final course in the Google Project Management program. In this capstone course, you will practice applying the project management knowledge and skills you have learned so far. If you haven’t taken Courses 1-6 yet, we highly recommend doing so, as they provide the foundation necessary to complete the activities in this course. As you progress through this course, you will “observe” a project manager in a real-world scenario and complete dozens of hands-on activities. By the end of this course, you will have developed a portfolio of project management artifacts that will demonstrate the skills you have learned throughout the entire program, such as the ability to manage stakeholders and teams, organize plans, and communicate project details. These artifacts can exhibit their career readiness when applying for jobs in the field.",4 weeks at 10 hours a week,"Quality Assurance, Project Implementation, Project Management, Stakeholder Engagement, Stakeholder Communications, Problem Solving, Project Coordination, Meeting Facilitation, AI Enablement, Show all","Quality Assurance, Project Implementation, Project Management, Stakeholder Engagement, Stakeholder Communications",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~applying-project-management/XDP~COURSE!~applying-project-management.jpeg,applying-project-management,2026-04-30,https://www.coursera.org/learn/applying-project-management,205,19,36
Introduction to AI,Google Career Certificates,4.8,11899,"Discover how AI works and explore foundational AI concepts, such as machine learning. Learn about the rise of generative AI and how to perform tasks with it. By the end of this course, you’ll have an understanding of the capabilities and limitations of AI tools and how to integrate generative AI in the workplace.",3 months,"Critical Thinking, Innovation, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Model Training, AI literacy, AI Enablement","Critical Thinking, Innovation, Machine Learning, Artificial Intelligence and Machine Learning (AI/ML), Model Training",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-introduction-to-ai/XDP~COURSE!~google-introduction-to-ai.jpeg,google-introduction-to-ai,2026-04-30,https://www.coursera.org/learn/google-introduction-to-ai,26,4,4
Maximize Productivity With AI Tools,Google Career Certificates,4.8,3395,"Leverage generative AI tools to speed up work tasks and boost your productivity. Examine the important role humans play in the effective use of AI, and understand the types of workplace tasks you can augment with AI. By the end of this course, you will be able to determine if AI is right for a given task and how to use AI to accelerate workflows.",3 months,"AI Enablement, Complex Problem Solving, AI Integrations, AI literacy, Responsible AI, Business Workflow Analysis, Operational Efficiency, Model Training","AI Enablement, Complex Problem Solving, AI Integrations, AI literacy, Responsible AI",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-maximize-productivity-with-ai-tools/XDP~COURSE!~google-maximize-productivity-with-ai-tools.jpeg,google-maximize-productivity-with-ai-tools,2026-04-30,https://www.coursera.org/learn/google-maximize-productivity-with-ai-tools,33,6,5
Discover the Art of Prompting,Google Career Certificates,4.8,2182,"Write effective prompts to get the output you want. Learn how to incorporate prompting techniques, such as few-shot prompting, into your work. Understand how generative AI tools produce output and the importance of evaluating output. By the end of this course, you will be able to write clear and specific prompts and produce outputs that help accomplish workplace tasks.",3 months,"Large Language Modeling, LLM Application, Content Creation, Prompt Patterns, AI literacy","Large Language Modeling, LLM Application, Content Creation, Prompt Patterns, AI literacy",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-discover-the-art-of-prompting/XDP~COURSE!~google-discover-the-art-of-prompting.jpeg,google-discover-the-art-of-prompting,2026-04-30,https://www.coursera.org/learn/google-discover-the-art-of-prompting,35,5,6
Use AI Responsibly,Google Career Certificates,4.8,1905,"Use AI responsibly by mitigating biases and inaccuracies. Learn how to identify potential AI harms and recognize the security risks of using AI in the workplace. By the end of this course, you will gain an understanding of how to use AI responsibly and effectively.",3 months,"Critical Thinking, AI literacy, Analysis, AI Security, Social Impact, Data Security","Critical Thinking, AI literacy, Analysis, AI Security, Social Impact",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-use-ai-responsibly/XDP~COURSE!~google-use-ai-responsibly.jpeg,google-use-ai-responsibly,2026-04-30,https://www.coursera.org/learn/google-use-ai-responsibly,25,4,2
Stay Ahead of the AI Curve,Google Career Certificates,4.8,6521,"Continue developing your skills within the current and emerging AI landscape. Learn about the ways different organizations have leveraged AI and consider how these innovations may inspire your own AI-powered workplace solutions. By the end of this course, you'll develop a strategy to stay up to date with future AI developments.",3 months,"Analysis, AI Enablement, AI Integrations, AI literacy, Strategic Thinking","Analysis, AI Enablement, AI Integrations, AI literacy, Strategic Thinking",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-stay-ahead-of-the-ai-curve/XDP~COURSE!~google-stay-ahead-of-the-ai-curve.jpeg,google-stay-ahead-of-the-ai-curve,2026-04-30,https://www.coursera.org/learn/google-stay-ahead-of-the-ai-curve,14,6,4
Foundations of Cybersecurity,Google Career Certificates,4.8,41285,"This is the first course in the Google Cybersecurity Certificate. In this course, learners will be introduced to  the cybersecurity profession, including the primary job responsibilities and core skills of entry-level analysts; significant events that led to the development of the cybersecurity field; and security’s continued importance to organizational operations. Learners will also explore the Certified Information Systems Security Professional (CISSP) eight security domains, common security frameworks and controls, as well as the confidentiality, integrity, and availability (CIA) triad. This course covers a wide variety of cybersecurity topics to provide an overview of what’s to come in this certificate program. Learners who complete the eight courses in the Google Cybersecurity Certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.",1 week at 10 hours a week,"Network Analysis, Information Assurance, Cybersecurity, Cyber Attacks, Data Ethics, Security Controls, Network Security, Security Management, Cyber Risk, Show all","Network Analysis, Information Assurance, Cybersecurity, Cyber Attacks, Data Ethics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-of-cybersecurity/XDP~COURSE!~foundations-of-cybersecurity.jpeg,foundations-of-cybersecurity,2026-04-30,https://www.coursera.org/learn/foundations-of-cybersecurity,91,21,14
Play It Safe: Manage Security Risks,Google Career Certificates,4.8,10921,"By the end of this course, you will: 
- Identify the common threats, risks, and vulnerabilities to business operations.
- Understand the threats, risks, and vulnerabilities that entry-level cybersecurity analysts are most focused on.
- Comprehend the purpose of security frameworks and controls.
- Describe the confidentiality, integrity, and availability (CIA) triad.
- Explain the National Institute of Standards and Technology (NIST) framework.
- Explore and practice conducting a security audit.
- Use a playbook to respond to threats, risks, and vulnerabilities.",3 months,"Security Information and Event Management (SIEM), Business Risk Management, Cyber Risk, Risk Mitigation, Risk Management, Risk Management Framework, Vulnerability Management, Security Controls, Show all","Security Information and Event Management (SIEM), Business Risk Management, Cyber Risk, Risk Mitigation, Risk Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~manage-security-risks/XDP~COURSE!~manage-security-risks.jpeg,manage-security-risks,2026-04-30,https://www.coursera.org/learn/manage-security-risks,106,21,15
Connect and Protect: Networks and Network Security,Google Career Certificates,4.8,7201,"This course provides a brief introduction to network architecture, operations, intrusion tactics, and security hardening. Learners will also be introduced to common network protocols and how systems use the TCP/IP model to communicate within a network. Learners will gain an understanding of network level vulnerabilities and how to secure a network against those vulnerabilities. Network security topics will include firewalls, virtual private networks (VPNs), system hardening, and virtual private networks.",1 week at 10 hours a week,"Intrusion Detection and Prevention, Network Architecture, Hardening, TCP/IP, Vulnerability Assessments, Security Controls, Virtual Private Networks (VPN), Cybersecurity, Cloud Computing, Show all","Intrusion Detection and Prevention, Network Architecture, Hardening, TCP/IP, Vulnerability Assessments",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~networks-and-network-security/XDP~COURSE!~networks-and-network-security.jpeg,networks-and-network-security,2026-04-30,https://www.coursera.org/learn/networks-and-network-security,86,33,19
Tools of the Trade: Linux and SQL,Google Career Certificates,4.8,6192,"By the end of this course, you will: 
- Explain the relationship between operating systems, applications, and hardware.
- Compare a graphical user interface to a command line interface.
- Identify the unique features of common Linux distributions.
- Navigate and manage the file system using Linux commands via the Bash shell.
- Use Linux commands via the Bash shell to authenticate and authorize users.
- Describe how a relational database is organized.
- Use SQL to retrieve information from a database.
- Apply filters to SQL queries and use joins to combine multiple tables.",2 weeks at 10 hours a week,"User Accounts, File Management, SQL, Authentications, Linux Commands, Linux Administration, Database Management, Authorization (Computing), File Systems","User Accounts, File Management, SQL, Authentications, Linux Commands",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~linux-and-sql/XDP~COURSE!~linux-and-sql.jpeg,linux-and-sql,2026-04-30,https://www.coursera.org/learn/linux-and-sql,125,50,21
"Assets, Threats, and Vulnerabilities",Google Career Certificates,4.8,4112,"This is the fifth course in the Google Cybersecurity Certificate. These courses will further explore the importance of protecting organizational assets from threats, risks, and vulnerabilities. They will also continue to develop an understanding of asset classification and how to use the National Institute of Standards and Technology’s (NIST) Cybersecurity Framework (CSF), as well as security controls, to protect assets and mitigate risk. Additionally, learners will gain an understanding of how to develop a threat actor mindset to help protect assets from ever-evolving threat actor tactics and techniques.",2 weeks at 10 hours a week,"Cyber Risk, Threat Management, Cyber Security Strategy, Security Awareness, Vulnerability Management, Data Security, Threat Modeling, Vulnerability Assessments, Threat Detection, Show all","Cyber Risk, Threat Management, Cyber Security Strategy, Security Awareness, Vulnerability Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assets-threats-and-vulnerabilities/XDP~COURSE!~assets-threats-and-vulnerabilities.jpeg,assets-threats-and-vulnerabilities,2026-04-30,https://www.coursera.org/learn/assets-threats-and-vulnerabilities,143,45,26
Sound the Alarm: Detection and Response,Google Career Certificates,4.8,3356,"This is the sixth course in the Google Cybersecurity Certificate. Learners will focus on incident detection and response. They will learn what defines a security incident and explain the incident response lifecycle, including the roles and responsibilities of incident response teams. Learners will analyze and interpret network communications to detect security incidents using packet sniffing tools to capture network traffic. By assessing and analyzing artifacts, learners will explore the incident investigation and response processes and procedures. Additionally, they will develop a conceptual overview of log data and their role in intrusion detection systems (IDS) and Security Information Event Management (SIEM) tools. Learners who complete this certificate will be equipped to apply for entry-level cybersecurity roles. No previous experience is necessary.",2 weeks at 10 hours a week,"Security Information and Event Management (SIEM), Network Protocols, Network Security, Incident Management, TCP/IP, Threat Detection, Continuous Monitoring, Document Management, Show all","Security Information and Event Management (SIEM), Network Protocols, Network Security, Incident Management, TCP/IP",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~detection-and-response/XDP~COURSE!~detection-and-response.jpeg,detection-and-response,2026-04-30,https://www.coursera.org/learn/detection-and-response,121,41,25
Automate Cybersecurity Tasks with Python,Google Career Certificates,4.8,3554,"This is the seventh course in the Google Cybersecurity Certificate. In this course, learners will be introduced to the Python programming language and learn how to apply it to a security setting to automate tasks.  First, learners will focus on key foundational Python programming concepts, including data types, variables, conditional statements and iterative statements.  Next, they will learn to work effectively with Python by developing functions, using libraries and  modules, and making their code readable.  Following this, they will explore working with string and list data.  A final component of learning to automate tasks through Python will be an exploration of how to import and parse files, and then the course will conclude with a focus on debugging.",3 weeks at 10 hours a week,"Maintainability, Data Import/Export, Algorithms, Debugging, Scripting Languages, File I/O, Automation, IT Automation, Computer Programming, Cybersecurity, Programming Principles, Data Structures, Show all","Maintainability, Data Import/Export, Algorithms, Debugging, Scripting Languages",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~automate-cybersecurity-tasks-with-python/XDP~COURSE!~automate-cybersecurity-tasks-with-python.jpeg,automate-cybersecurity-tasks-with-python,2026-04-30,https://www.coursera.org/learn/automate-cybersecurity-tasks-with-python,160,35,17
Put It to Work: Prepare for Cybersecurity Jobs,Google Career Certificates,4.8,6301,"This is the eighth course in the Google Cybersecurity Certificate. In this course, learners will define incident escalation from a security analyst perspective and explore the various security incident classification types. Learners will recognize the impact security incidents can have on an organization if they are not properly escalated and resolved. Learners will also be able to define what a stakeholder is and recognize which security incidents are tied to specific stakeholders. They will develop communication and collaboration skills needed to inform and influence stakeholders within their organizations. Furthermore, they will explore how to ethically operate as security professionals. Learners will also discover how to engage with the larger security community and will receive an introduction to the use of AI in cybersecurity for professional workflows.",1 week at 10 hours a week,"Security Awareness, Incident Response, Cybersecurity, Data Security, Technical Communication, Incident Management, Artificial Intelligence, Data Ethics, Cyber Threat Intelligence, Show all","Security Awareness, Incident Response, Cybersecurity, Data Security, Technical Communication",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~prepare-for-cybersecurity-jobs/XDP~COURSE!~prepare-for-cybersecurity-jobs.jpeg,prepare-for-cybersecurity-jobs,2026-04-30,https://www.coursera.org/learn/prepare-for-cybersecurity-jobs,108,31,16
Foundations of Digital Marketing and E-commerce,Google Career Certificates,4.8,31348,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, and helping you build your skills and prepare for the job. 

Learners who complete the seven courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Define the fields of digital marketing and e-commerce
- Describe the job responsibilities of an entry-level digital marketing coordinator and e-commerce analyst (and similar job titles) 
- Summarize how this program will help prepare you for a career in digital marketing and e-commerce
- Identify the roles and functions that digital marketing and e-commerce play within an organization
- Understand the customer journey and the function of journey maps
- Explain the concept of a marketing funnel
- Understand the elements and goals of a digital marketing and e-commerce strategy",1 week at 10 hours a week,"Performance marketing, Performance Measurement, Brand Awareness, Search Engine Optimization, Marketing, Marketing Planning, Conversion Funnel Analysis, Digital Media Strategy, Digital Marketing, Show all","Performance marketing, Performance Measurement, Brand Awareness, Search Engine Optimization, Marketing",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-of-digital-marketing-and-e-commerce/XDP~COURSE!~foundations-of-digital-marketing-and-e-commerce.jpeg,foundations-of-digital-marketing-and-e-commerce,2026-04-30,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,154,28,17
Attract and Engage Customers with Digital Marketing,Google Career Certificates,4.8,7744,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job. 

Learners who complete the eight courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify customer personas and build your target audience
- Describe the marketing funnel’s purpose and benefits
- Know how to increase your conversion rate
- Explain the purpose of SEO and the essential SEO terms to know
- Use Google Search Console and its reports to monitor a site’s presence in Google Search results
- Recognize the benefits of SEM and why to do it
- Understand the fundamentals of Google Ads and targeting audiences",1 week at 10 hours a week,"Digital Advertising, Search Engine Optimization, Search Engine Marketing, Target Audience, Conversion Funnel Analysis, Marketing Strategies, Customer Engagement, Online Advertising, Show all","Digital Advertising, Search Engine Optimization, Search Engine Marketing, Target Audience, Conversion Funnel Analysis",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~attract-and-engage-customers/XDP~COURSE!~attract-and-engage-customers.jpeg,attract-and-engage-customers,2026-04-30,https://www.coursera.org/learn/attract-and-engage-customers,172,36,20
From Likes to Leads: Interact with Customers Online,Google Career Certificates,4.8,4008,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job. 

Learners who complete the eight courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify the five core pillars of social media marketing: strategy, planning and publishing, listening and engagement, analytics and reporting, and advertising
- Determine how to choose social media platforms for a campaign
- Understand how to boost engagement on social media
- Learn how to write, design, and repurpose engaging content for social media
- Recognize how to use the data gathered from social media analytics as a decision-making tool
- Learn best practices for presenting a social media report
- Achieve specific marketing goals through the use of paid social media",2 weeks at 10 hours a week,"Social Media Campaigns, Social Media Marketing, Paid media, Advertising Campaigns, Marketing Analytics, Brand Management, Social Media Management, Digital Advertising, Brand Awareness, Show all","Social Media Campaigns, Social Media Marketing, Paid media, Advertising Campaigns, Marketing Analytics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~from-likes-to-leads/XDP~COURSE!~from-likes-to-leads.jpeg,from-likes-to-leads,2026-04-30,https://www.coursera.org/learn/from-likes-to-leads,183,41,24
Think Outside the Inbox: Email Marketing,Google Career Certificates,4.8,2881,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the eight courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Write effective preview text and subject lines using best practices
- Create email marketing automation and workflows
- Build and maintain email lists
- Write effective email copy
- Conduct contact management and list segmentation
- Employ best practices to handle personally identifiable information, or PII, and user data safely
- Measure and analyze email campaign results",2 weeks at 10 hours a week,"Customer Retention, Marketing Strategy and Techniques, Marketing Automation, Smart Goals, Data Ethics, Email Automation, Campaign Management, Copywriting, Digital Marketing, Show all","Customer Retention, Marketing Strategy and Techniques, Marketing Automation, Smart Goals, Data Ethics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~think-outside-the-inbox/XDP~COURSE!~think-outside-the-inbox.jpeg,think-outside-the-inbox,2026-04-30,https://www.coursera.org/learn/think-outside-the-inbox,125,38,25
Assess for Success: Marketing Analytics and Measurement,Google Career Certificates,4.6,2276,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks, while showing you some of the best tools and resources used on the job.

Learners who complete the eight courses in this program will be equipped to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Plan and allocate the spending of marketing budgets
- Describe the unique role of performance goals and key performance indicators (KPIs) in marketing campaigns
- Describe how tools like Google Analytics and Google Ads are used to measure website and ad campaign performance
- Describe how to determine the return on investment (ROI) or return on ad spend (ROAS) of a marketing project
- Prepare, conduct, and analyze the results from an A/B test to optimize a marketing campaign
- Apply spreadsheet features like sorting, filtering, and pivot tables to prepare data to be shared
- Create charts in spreadsheets for visualization of metrics",2 weeks at 10 hours a week,"Performance Measurement, Marketing Analytics, Return On Investment, Data Visualization, Digital Marketing, Marketing Effectiveness, A/B Testing, Data-Driven Marketing, Media Planning, Show all","Performance Measurement, Marketing Analytics, Return On Investment, Data Visualization, Digital Marketing",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~assess-for-success/XDP~COURSE!~assess-for-success.jpeg,assess-for-success,2026-04-30,https://www.coursera.org/learn/assess-for-success,122,55,28
"Make the Sale: Build, Launch, and Manage E-commerce Stores",Google Career Certificates,4.8,2009,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the eight courses in this program will be ready to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Understand essential e-commerce strategies and practices
- Explain how to conduct market research and product research
- Set up a mock e-commerce store using Shopify
- Use Google Ads to engage e-commerce customers
- Explain how trends and seasonality affect e-commerce businesses
- Use best practices to create an engaging customer experience online
- Describe the order fulfillment process through checkout, point of sale (POS), shipping, and delivery. 
- Optimize a checkout flow for customers",2 weeks at 10 hours a week,"Retail Store Operations, Order Delivery, Order Management, Retail Management, Customer experience improvement, Advertising Campaigns, Digital Advertising, Order Processing, Order Fulfillment, Show all","Retail Store Operations, Order Delivery, Order Management, Retail Management, Customer experience improvement",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~make-the-sale/XDP~COURSE!~make-the-sale.jpeg,make-the-sale,2026-04-30,https://www.coursera.org/learn/make-the-sale,144,39,14
Satisfaction Guaranteed: Develop Customer Loyalty Online,Google Career Certificates,4.8,5999,"Google employees who currently work in the field will guide you, providing hands-on activities and examples that simulate common digital marketing and e-commerce tasks while showing you some of the best tools and resources used on the job.

Learners who complete the eight courses in this program will be prepared to apply for entry-level jobs in digital marketing and e-commerce. No previous experience is necessary.

By the end of this course, you will be able to do the following: 
- Identify common strategies for building customer loyalty in e-commerce
- Understand how to successfully manage client relationships and measure satisfaction
- Monitor an e-commerce store’s performance
- Update an e-commerce store based on data 
- Complete a portfolio scenario to prepare for job interviews
- Learn AI skills from Google experts to help complete marketing tasks",2 weeks at 10 hours a week,"Product Improvement, Customer Service, Presentations, Customer Analysis, Loyalty Programs, Digital Marketing, E-Commerce, Customer Insights, Client Services, Digital Analysis, Web Analytics, Show all","Product Improvement, Customer Service, Presentations, Customer Analysis, Loyalty Programs",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~satisfaction-guaranteed/XDP~COURSE!~satisfaction-guaranteed.jpeg,satisfaction-guaranteed,2026-04-30,https://www.coursera.org/learn/satisfaction-guaranteed,104,36,16
